lastName,firstName,email,phoneNumber
ANDERSON,EMERY,eanderson@chase.com,8003333158
SANCHEZ,HILARIA,hsanchez@pronto.com,8000046030
COOPER,ADOLFO,acooper@geocities.com,8000527248
CAMPBELL,BILLIE,bcampbell@ups.com,8005475677
HUGHES,NATHANIEL,nhughes@amazon.com,8009764867
RICHARDSON,JULIANE,jrichardson@yellowpages.com,8008600550
PATTERSON,JOYA,jpatterson@ups.com,8006180265
COOPER,BRUNA,bcooper@capitalone.com,8001025131
GRAY,SACHIKO,sgray@sears.com,8002112316
BELL,MONNIE,mbell@ups.com,8001496557
MARTIN,ARMINDA,amartin@verizon.com,8006074462
FLORES,DORRIS,dflores@nbc.com,8000769453
CAMPBELL,SACHIKO,scampbell@areaconnect.com,8004531990
BROWN,THOMASINA,tbrown@about.com,8002533279
FLORES,JO,jflores@huffingtonpost.com,8002619390
NELSON,EDDIE,enelson@nbc.com,8008859317
THOMPSON,JOHANNA,jthompson@typepad.com,8001390896
KING,ELMO,eking@microsoft.com,8003671545
PATTERSON,LATRINA,lpatterson@amazon.com,8000310723
COLLINS,BILLIE,bcollins@expedia.com,8002627915
ADAMS,SACHIKO,sadams@ezinearticles.com,8004510392
ALEXANDER,ROSALIA,ralexander@imdb.com,8004091957
LOPEZ,ROSALIA,rlopez@adobe.com,8005112685
NELSON,MONSERRATE,mnelson@webmd.com,8005980725
ADAMS,KATHY,kadams@chase.com,8002397551
CARTER,THOMASINA,tcarter@verizonwireless.com,8004336387
ROGERS,JOHANNA,jrogers@expedia.com,8005307843
HERNANDEZ,GIA,ghernandez@comcast.com,8001210276
COOK,SHAN,scook@typepad.com,8002133492
CARTER,JO,jcarter@walmart.com,8009186899
BUTLER,TERRILYN,tbutler@areaconnect.com,8006304151
PARKER,AMI,aparker@facebook.com,8008831011
MITCHELL,SACHIKO,smitchell@overstock.com,8000016980
CLARK,TATIANA,tclark@yahoo.com,8003521548
JAMES,AUBREY,ajames@tripod.com,8003624830
RAMIREZ,DALE,dramirez@irs.gov,8007516737
PHILLIPS,TIANA,tphillips@wikimedia.org,8009442169
RIVERA,DONA,drivera@nih.gov,8003954331
TURNER,PEGGIE,pturner@wordpress.com,8007926223
CARTER,SIMONE,scarter@download.com,8002226100
HUGHES,EMMALINE,ehughes@comcast.com,8009242738
WOOD,LEONORE,lwood@hp.com,8008746501
REED,SHERRYL,sreed@careerbuilder.com,8006821941
ALLEN,TYRA,tallen@comcast.com,8009360549
BAKER,MANA,mbaker@yahoo.com,8007905398
BELL,NATHANIEL,nbell@netflix.com,8005395836
BELL,LEONIDA,lbell@ticketmaster.com,8002306010
LOPEZ,YUK,ylopez@pogo.com,8009345462
EVANS,TATIANA,tevans@evite.com,8003243397
RIVERA,MONNIE,mrivera@wordpress.com,8008810192
COOK,ADOLFO,acook@chase.com,8002346821
MITCHELL,MASON,mmitchell@weather.com,8005723497
GONZALEZ,BILLIE,bgonzalez@walmart.com,8004614616
HERNANDEZ,MANA,mhernandez@allrecipes.com,8001467313
KELLY,MONNIE,mkelly@adobe.com,8007801164
GONZALEZ,ELWOOD,egonzalez@gamespot.com,8005290622
RIVERA,BIANCA,brivera@wikipedia.org,8005948257
MOORE,TITUS,tmoore@photobucket.com,8008191641
LONG,ASLEY,along@cnn.com,8007650764
HAYES,JOYA,jhayes@target.com,8001773773
PHILLIPS,CLARE,cphillips@usatoday.com,8007570371
ROBERTS,ILUMINADA,iroberts@comcast.com,8007596742
GREEN,MARCO,mgreen@facebook.com,8000815580
GARCIA,KARY,kgarcia@go.com,8009984008
HUGHES,MELODY,mhughes@ebay.com,8006044969
JONES,ARMINDA,ajones@ehow.com,8005986918
ROBINSON,AMI,arobinson@blogspot.com,8008653016
BAILEY,JULIANE,jbailey@answers.com,8008073152
POWELL,LEONORE,lpowell@imdb.com,8003320292
BUTLER,HORACE,hbutler@shopzilla.com,8000873768
WHITE,SHARAN,swhite@monster.com,8000498227
COOPER,YOLANDE,ycooper@monster.com,8008055905
MILLER,TAYNA,tmiller@jcpenney.com,8001572849
BROWN,JO,jbrown@bizrate.com,8003014693
GREEN,JOYA,jgreen@bestbuy.com,8000348782
HENDERSON,BRIAN,bhenderson@merriamwebster.com,8000319479
POWELL,WILBER,wpowell@ticketmaster.com,8008626992
JACKSON,PHILLIS,pjackson@paypal.com,8007440951
MURPHY,BIANCA,bmurphy@capitalone.com,8009345961
WHITE,LORRAINE,lwhite@icq.com,8005953854
PARKER,ADOLFO,aparker@pogo.com,8001814232
PRICE,ELMO,eprice@wordpress.com,8000415127
ROBERTS,KATHY,kroberts@shopzilla.com,8004619294
ALLEN,HORACE,hallen@tripod.com,8008557746
HENDERSON,WINTER,whenderson@msn.com,8008335704
ANDERSON,JOANA,janderson@usps.com,8008564908
MITCHELL,PEGGIE,pmitchell@webmd.com,8000581600
DIAZ,MASON,mdiaz@hulu.com,8002918815
WILLIAMS,MARILU,mwilliams@paypal.com,8004785815
PHILLIPS,NOMA,nphillips@bestbuy.com,8002699903
WHITE,DARIA,dwhite@classmates.com,8009705610
MILLER,HANNAH,hmiller@flickr.com,8006547847
BAILEY,ELWOOD,ebailey@ask.com,8002039413
JACKSON,HANNAH,hjackson@evite.com,8002348397
BAKER,HORACE,hbaker@nih.gov,8003624755
MARTIN,ELDA,emartin@chase.com,8009191048
NELSON,MARILU,mnelson@google.com,8009770093
BROWN,BIANCA,bbrown@shopzilla.com,8005375400
RIVERA,TYRA,trivera@att.com,8001110402
SIMMONS,GIA,gsimmons@citysearch.com,8009759907
WILLIAMS,MOZELL,mwilliams@time.com,8001025620
BAILEY,MELODY,mbailey@craigslist.org,8006319053
SMITH,SHERRYL,ssmith@reference.com,8004196967
WARD,CATHIE,cward@youtube.com,8005729928
RODRIGUEZ,RICHELLE,rrodriguez@areaconnect.com,8003791056
BENNETT,BIANCA,bbennett@webmd.com,8007823638
HAYES,AUNDREA,ahayes@target.com,8002999365
COLEMAN,ELDA,ecoleman@answers.com,8005805555
ALLEN,AUNDREA,aallen@go.com,8003480590
GONZALEZ,ASLEY,agonzalez@youtube.com,8008243652
GREEN,WILBER,wgreen@myspace.com,8001224691
TORRES,PHILLIS,ptorres@ebay.com,8007936208
TAYLOR,HORACE,htaylor@zynga.com,8007239465
DIAZ,WILBER,wdiaz@craigslist.org,8000435833
THOMAS,LEONORE,lthomas@ign.com,8005369186
RODRIGUEZ,KATHY,krodriguez@windows.com,8001314600
MORGAN,HORACE,hmorgan@att.com,8005012080
MARTINEZ,CATHIE,cmartinez@comcast.net,8008136150
CAMPBELL,BIANCA,bcampbell@linkedin.com,8002917814
DIAZ,ARMINDA,adiaz@apple.com,8003512082
WHITE,LATRINA,lwhite@careerbuilder.com,8006088318
CARTER,NOMA,ncarter@digg.com,8008251597
BROWN,ELFRIEDA,ebrown@answers.com,8007780202
WASHINGTON,LOYD,lwashington@allrecipes.com,8004198922
GARCIA,ROSEMARY,rgarcia@aol.com,8003741089
WARD,LATRINA,lward@usatoday.com,8000520288
ALLEN,MARCO,mallen@msn.com,8008995971
LONG,CONNIE,clong@monster.com,8009225655
GONZALEZ,CONNIE,cgonzalez@usps.com,8009182133
CAMPBELL,JOEY,jcampbell@att.com,8001938050
RAMIREZ,BIANCA,bramirez@digg.com,8001134060
HALL,ROSALIA,rhall@digg.com,8009704249
BRYANT,YOLANDE,ybryant@chase.com,8004362231
LONG,TYRA,tlong@usatoday.com,8005120476
RUSSELL,TAYNA,trussell@bizrate.com,8005166049
DIAZ,MARQUITA,mdiaz@cnet.com,8008937002
MARTIN,EMERY,emartin@usatoday.com,8001611878
FOSTER,ELFRIEDA,efoster@youtube.com,8003627130
SANCHEZ,JULIANE,jsanchez@yellowpages.com,8003844414
GONZALES,WINTER,wgonzales@merriamwebster.com,8003902488
MARTINEZ,PHYLIS,pmartinez@classmates.com,8001766957
JAMES,SHARAN,sjames@ezinearticles.com,8008010418
HERNANDEZ,LOYD,lhernandez@reference.com,8007849220
ADAMS,EMERY,eadams@overstock.com,8008315372
WRIGHT,KATHY,kwright@huffingtonpost.com,8006159503
WOOD,CLARE,cwood@netflix.com,8001441777
DAVIS,VIOLA,vdavis@careerbuilder.com,8008900899
ROBERTS,HORACE,hroberts@wikipedia.org,8000061896
PERRY,KEILA,kperry@download.com,8002976777
FLORES,PEGGIE,pflores@merriamwebster.com,8008142156
FOSTER,DALE,dfoster@gamevance.com,8000863387
KING,LOVELLA,lking@classmates.com,8004740389
COLEMAN,HANNAH,hcoleman@dell.com,8006810568
BAILEY,MARILU,mbailey@allrecipes.com,8000232751
STEWART,TERRILYN,tstewart@ezinearticles.com,8007847670
DIAZ,TAYNA,tdiaz@overstock.com,8000002981
BUTLER,TERESE,tbutler@icq.com,8006022050
GRAY,DONA,dgray@symantec.com,8009419478
MARTIN,LORRAINE,lmartin@verizon.com,8005910699
CLARK,ABDUL,aclark@icq.com,8005203785
PRICE,AMI,aprice@yellowpages.com,8008033548
POWELL,VIOLA,vpowell@bestbuy.com,8009294089
KING,JOHANNA,jking@live.com,8002174210
HUGHES,SHARAN,shughes@microsoft.com,8007876488
HALL,CARROL,chall@citysearch.com,8000144412
KELLY,HORACE,hkelly@citysearch.com,8008312038
PATTERSON,MANA,mpatterson@verizon.com,8002473719
WALKER,MANA,mwalker@ign.com,8003033282
JENKINS,NATHANIEL,njenkins@wikimedia.org,8008787198
BRYANT,ADOLFO,abryant@reunion.com,8003263924
KELLY,LEESA,lkelly@imdb.com,8004752082
EVANS,GIA,gevans@myspace.com,8004126763
BELL,MANA,mbell@cnet.com,8003537343
LEE,HORACE,hlee@reference.com,8003485647
HILL,PHYLIS,phill@careerbuilder.com,8003007036
THOMAS,BRYANNA,bthomas@wikimedia.org,8003631699
BELL,LATRINA,lbell@jcpenney.com,8007205287
THOMAS,YUK,ythomas@target.com,8006995901
HAYES,EMERY,ehayes@nbc.com,8005662433
RODRIGUEZ,MAYNARD,mrodriguez@blogger.com,8003566356
WOOD,JOEY,jwood@imdb.com,8001799470
GRIFFIN,ASLEY,agriffin@walmart.com,8006600522
LONG,AMI,along@mapquest.com,8000300545
TAYLOR,JOEY,jtaylor@flickr.com,8006520076
JONES,LORRAINE,ljones@flickr.com,8001776829
WRIGHT,ROSALIA,rwright@reuters.com,8004217528
TORRES,YUK,ytorres@go.com,8005072567
YOUNG,LATONYA,lyoung@ehow.com,8004698230
KELLY,MAYNARD,mkelly@typepad.com,8007535328
MORGAN,ELFRIEDA,emorgan@adobe.com,8003398426
KING,HILARIA,hking@nextag.com,8002007982
PEREZ,LOVELLA,lperez@ups.com,8002358451
TORRES,JOYA,jtorres@verizonwireless.com,8006381791
POWELL,ROSALIA,rpowell@ups.com,8001164363
TORRES,DALE,dtorres@photobucket.com,8007661732
BELL,JOANA,jbell@flickr.com,8005436051
BROWN,AUNDREA,abrown@ehow.com,8009832719
RUSSELL,DORRIS,drussell@amazon.com,8006885713
WALKER,TWANDA,twalker@reunion.com,8001291633
HENDERSON,LUCY,lhenderson@download.com,8007670756
COLEMAN,BILLIE,bcoleman@digg.com,8008035182
LOPEZ,LEANNA,llopez@expedia.com,8006893386
GARCIA,HEIDE,hgarcia@walmart.com,8001208283
PARKER,EMMALINE,eparker@linkedin.com,8004544812
YOUNG,DONA,dyoung@hulu.com,8003873887
WILLIAMS,KEILA,kwilliams@reunion.com,8006131569
SIMMONS,NATHANIEL,nsimmons@pogo.com,8002794933
BUTLER,KARIMA,kbutler@monster.com,8003709917
MURPHY,MELODY,mmurphy@whitepages.com,8004662742
WARD,MANA,mward@ezinearticles.com,8002432829
COLLINS,HILARIA,hcollins@netflix.com,8005265026
COLEMAN,TERESE,tcoleman@google.com,8007998255
MOORE,THOMASINA,tmoore@blogspot.com,8000052317
SANDERS,YOLANDE,ysanders@shopzilla.com,8005733374
THOMAS,BRUNA,bthomas@walmart.com,8000311547
ALLEN,BRYANNA,ballen@overstock.com,8003798240
RODRIGUEZ,KEILA,krodriguez@digg.com,8007681946
PHILLIPS,TOMMY,tphillips@youtube.com,8001181394
GONZALES,MANIE,mgonzales@apple.com,8007135248
PETERSON,LATONYA,lpeterson@classmates.com,8004352578
PERRY,SHAN,sperry@about.com,8003716495
TORRES,LATONYA,ltorres@ebay.com,8001440816
THOMAS,MANIE,mthomas@ticketmaster.com,8009962565
POWELL,LOWELL,lpowell@usps.com,8000480849
ROBERTS,SHARAN,sroberts@pronto.com,8005527618
COOPER,JOEY,jcooper@monster.com,8008789283
WARD,TAYNA,tward@ign.com,8004602611
BENNETT,RICHELLE,rbennett@wordpress.com,8000863177
LONG,LUCY,llong@att.com,8005798575
HILL,CATHIE,chill@dell.com,8009814746
FLORES,ILUMINADA,iflores@ehow.com,8004143070
ADAMS,ADOLFO,aadams@gamespot.com,8004177541
COLLINS,SIMONE,scollins@reunion.com,8007306529
BROOKS,EMMALINE,ebrooks@facebook.com,8009283584
THOMPSON,TOMMY,tthompson@comcast.net,8004271690
ALLEN,TITUS,tallen@merriamwebster.com,8002687141
ALEXANDER,CLARE,calexander@google.com,8000964777
FLORES,PHILLIS,pflores@careerbuilder.com,8005031740
JACKSON,LORRAINE,ljackson@amazon.com,8005527438
BUTLER,PHILLIS,pbutler@merriamwebster.com,8004896789
MORGAN,TOMMY,tmorgan@usatoday.com,8003242521
BAKER,JO,jbaker@weather.com,8000257325
EDWARDS,MIKAELA,medwards@time.com,8000235281
RICHARDSON,CATHIE,crichardson@nextag.com,8008078911
BELL,LOYD,lbell@yellowpages.com,8007016648
JONES,MANA,mjones@pronto.com,8009109314
KELLY,THOMASINA,tkelly@hp.com,8002128100
WATSON,ASLEY,awatson@wordpress.com,8003386489
SCOTT,AUNDREA,ascott@careerbuilder.com,8009837959
CARTER,RICHELLE,rcarter@paypal.com,8001772444
MARTINEZ,KATHY,kmartinez@pronto.com,8004948734
WRIGHT,TOMMY,twright@webmd.com,8007695309
BELL,MARCO,mbell@merriamwebster.com,8003034477
COLEMAN,MANA,mcoleman@shopzilla.com,8002345824
TAYLOR,HORACE,htaylor@yahoo.com,8005000080
BUTLER,MASON,mbutler@scribd.com,8004492858
KELLY,NEOMA,nkelly@usatoday.com,8000394094
ANDERSON,MONNIE,manderson@chase.com,8009921068
BROWN,MONSERRATE,mbrown@download.com,8009511982
HENDERSON,LATONYA,lhenderson@weather.com,8002618027
RAMIREZ,NOMA,nramirez@irs.gov,8007441289
JAMES,ABDUL,ajames@geocities.com,8005283375
ADAMS,LEONORE,ladams@shopzilla.com,8002980130
HAYES,VIOLA,vhayes@answers.com,8004966325
MARTIN,LATONYA,lmartin@verizonwireless.com,8002659706
RICHARDSON,JULIANE,jrichardson@target.com,8000953280
BAKER,VIOLA,vbaker@windows.com,8007427810
PERRY,LOVELLA,lperry@usps.com,8007213013
RODRIGUEZ,ROSALIA,rrodriguez@metacafe.com,8002139474
HERNANDEZ,LEESA,lhernandez@wikipedia.org,8001666352
MURPHY,GIA,gmurphy@chase.com,8006962728
COOK,NELLIE,ncook@nih.gov,8003531068
ALLEN,YUK,yallen@vzw.com,8002367602
PHILLIPS,TERESE,tphillips@usps.com,8004607763
BAKER,ILUMINADA,ibaker@gamespot.com,8005459002
LEWIS,YUK,ylewis@nbc.com,8007854595
MURPHY,BIANCA,bmurphy@verizonwireless.com,8006090035
HUGHES,KARIMA,khughes@target.com,8002647776
JOHNSON,LORRAINE,ljohnson@wikipedia.org,8004884139
MURPHY,SIMONE,smurphy@yellowpages.com,8002935682
CLARK,HORACE,hclark@youtube.com,8003990275
HARRIS,ELWOOD,eharris@cnn.com,8002455404
COOPER,JOANA,jcooper@icq.com,8000542079
MOORE,SHARAN,smoore@bankofamerica.com,8007418570
ROBERTS,JULIANE,jroberts@nih.gov,8006607432
BROWN,NELLY,nbrown@huffingtonpost.com,8001622005
ROSS,KEILA,kross@msn.com,8008476601
YOUNG,CATHIE,cyoung@windows.com,8008720418
GARCIA,CONNIE,cgarcia@capitalone.com,8006549392
JAMES,TIANA,tjames@yellowpages.com,8003877082
HARRIS,TIANA,tharris@amazon.com,8007886879
JAMES,EMMALINE,ejames@blogger.com,8006365318
GRAY,PEGGIE,pgray@nytimes.com,8001675860
WILSON,SHARAN,swilson@att.com,8009261807
PERRY,ARMINDA,aperry@google.com,8001977687
TAYLOR,TERRILYN,ttaylor@reunion.com,8009306818
MORGAN,ASLEY,amorgan@reunion.com,8008167577
THOMPSON,HILARIA,hthompson@shopzilla.com,8006694574
MURPHY,LEONIDA,lmurphy@answers.com,8000508151
HARRIS,DONA,dharris@youtube.com,8001750688
MITCHELL,MAYNARD,mmitchell@weather.com,8008673349
ROBINSON,YOLANDE,yrobinson@hp.com,8000378627
TAYLOR,ELMO,etaylor@reference.com,8005356312
EVANS,PHILLIS,pevans@smarter.com,8008446667
WILLIAMS,HORACE,hwilliams@netflix.com,8001336118
RIVERA,DONA,drivera@merriamwebster.com,8002812833
RUSSELL,MOZELL,mrussell@verizon.com,8001892743
BARNES,HORACE,hbarnes@reference.com,8002472497
MOORE,EMMALINE,emoore@ebay.com,8004447255
CLARK,LOYD,lclark@att.com,8001788329
BROOKS,ARMINDA,abrooks@adobe.com,8001221312
COLEMAN,ILUMINADA,icoleman@verizonwireless.com,8002023288
STEWART,SACHIKO,sstewart@verizonwireless.com,8005421910
WASHINGTON,BILLIE,bwashington@photobucket.com,8006573873
BRYANT,YUK,ybryant@typepad.com,8003781749
ADAMS,YOLANDE,yadams@verizon.com,8001836488
ROBINSON,AUBREY,arobinson@live.com,8002635811
JACKSON,STACIA,sjackson@wordpress.com,8005292164
LOPEZ,KARY,klopez@gamevance.com,8007260618
ROBINSON,HANNAH,hrobinson@imdb.com,8004199535
GONZALES,MONNIE,mgonzales@dell.com,8006182016
KELLY,LEESA,lkelly@bizrate.com,8002323810
GRAY,TWANDA,tgray@ebay.com,8004792966
WARD,ILUMINADA,iward@careerbuilder.com,8006664458
RAMIREZ,ARMINDA,aramirez@reunion.com,8001364521
HAYES,ELFRIEDA,ehayes@facebook.com,8005747309
LEWIS,TERESE,tlewis@irs.gov,8004424600
JOHNSON,WILBER,wjohnson@answers.com,8007729194
HILL,CARROL,chill@amazon.com,8001722773
BARNES,MASON,mbarnes@icq.com,8003334396
RIVERA,TAYNA,trivera@capitalone.com,8008886141
ALLEN,TITUS,tallen@myspace.com,8002107018
JONES,EDDIE,ejones@comcast.com,8006225139
MORRIS,MELODY,mmorris@ebay.com,8003666384
PATTERSON,MASON,mpatterson@time.com,8008744135
JENKINS,JOEY,jjenkins@ask.com,8002145902
PATTERSON,ASLEY,apatterson@ticketmaster.com,8008385390
BAKER,NOMA,nbaker@youtube.com,8002051880
TORRES,NOMA,ntorres@sears.com,8008933398
ANDERSON,DALE,danderson@monster.com,8009944294
JAMES,TAYNA,tjames@chase.com,8007071321
